paper_id,method,s2_citations,s2_title,title_sim,s2_year,s2_venue
HyG1_j0cYQ,title_cached,17.0,Pumpout: A Meta Approach for Robustly Training Deep Neural Networks with Noisy Labels,1.000,,arXiv.org
Hy4R2oRqKQ,title_cached,0.0,Canonical Correlation Analysis with Implicit Distributions,1.000,,
HkzyX3CcFQ,title_cached,0.0,Contextual Recurrent Convolutional Model for Robust Visual Learning,1.000,,
HkzOWnActX,title_cached,1.0,Model-Agnostic Meta-Learning for Multimodal Task Distributions,1.000,,
HkzNXhC9KQ,title_cached,0.0,Adaptive Sample-space & Adaptive Probability coding: a neural-network based approach for compression,1.000,,
Hkxx3o0qFX,title_cached,0.0,High Resolution and Fast Face Completion via Progressively Attentive GANs,1.000,,
Hkxr1nCcFm,title_cached,130.0,An investigation of model-free planning,1.000,,International Conference on Machine Learning
Hkxarj09Y7,title_cached,0.0,Unified recurrent network for many feature types,1.000,,
HkxWrsC5FQ,title_cached,0.0,Provable Guarantees on Learning Hierarchical Generative Models with Deep CNNs,1.000,,
HkxOoiAcYX,title_cached,0.0,Estimating Information Flow in DNNs,1.000,,
HkxCenR5F7,title_cached,1.0,Variational recurrent models for representation learning,1.000,,
HkxCEhAqtQ,title_cached,3.0,Accelerated Gradient Flow for Probability Distributions,1.000,,
Hkx-ii05FQ,title_cached,0.0,The Cakewalk Method,1.000,,
HklnzhR9YQ,title_cached,3.0,Approximation and non-parametric estimation of ResNet-type convolutional neural networks via block-sparse fully-connecte,1.000,,
Hklgis0cF7,title_cached,0.0,Radial Basis Feature Transformation to Arm CNNs Against Adversarial Attacks,1.000,,
HklbTjRcKX,title_cached,12.0,What Information Does a ResNet Compress?,1.000,,arXiv.org
HklVTi09tm,title_cached,0.0,Tracking Topological Defects in 2D Active Nematics Using Convolutional Neural Networks,0.960,,
HklVMnR5tQ,title_cached,5.0,Exploring the interpretability of LSTM neural networks over multi-variable data,1.000,,
HklKWhC5F7,title_cached,43.0,How Training Data Affect the Accuracy and Robustness of Neural Networks for Image Classification,1.000,,
HklJV3A9Ym,title_cached,18.0,Approximation capability of neural networks on spaces of probability measures and tree-structured domains,0.946,,arXiv.org
HklAhi09Y7,title_cached,0.0,Question Generation using a Scratchpad Encoder,1.000,,
Hkl84iCcFm,title_cached,0.0,Residual networks classify inputs based on their neural transient dynamics,1.000,,arXiv.org
HkgxasA5Ym,title_cached,77.0,Reliable Uncertainty Estimates in Deep Neural Networks using Noise Contrastive Priors,1.000,,arXiv.org
HkgnpiR9Y7,title_cached,0.0,Recycling the discriminator for improving the inference mapping of GAN,1.000,,
Hkgnii09Ym,title_cached,0.0,Convolutional Set Transformer,0.682,,arXiv.org
HkghV209tm,title_cached,0.0,Optimistic Acceleration for Optimization,1.000,,
HkgDTiCctQ,title_cached,15.0,Knowledge Distillation from Few Samples,1.000,,arXiv.org
Hkg1csA5Y7,title_cached,7.0,A fast quasi-Newton-type method for large-scale stochastic optimisation,1.000,,IFAC-PapersOnLine
HkfwpiA9KX,title_cached,0.0,Automata Guided Skill Composition,1.000,,
HkezfhA5Y7,title_cached,0.0,A Rate-Distortion Theory of Adversarial Examples,1.000,,
HketHo0qFm,title_cached,0.0,Hybrid Policies Using Inverse Rewards for Reinforcement Learning,1.000,,
Hkesr205t7,title_cached,1.0,Learning shared manifold representation of images and attributes for generalized zero-shot learning,1.000,,
Hkes0iR9KX,title_cached,0.0,DEEP GEOMETRICAL GRAPH CLASSIFICATION,1.000,,
Hkemdj09YQ,title_cached,0.0,Rectified Gradient: Layer-wise Thresholding for Sharp and Coherent Attribution Maps,1.000,,
HkeWSnR5Y7,title_cached,0.0,Provable Defenses against Spatially Transformed Adversarial Inputs: Impossibility and Possibility Results,1.000,,
HkeKVh05Fm,title_cached,1.0,Multi-Grained Entity Proposal Network for Named Entity Recognition,1.000,,
HkeILsRqFQ,title_cached,0.0,An experimental study of layer-level training speed and its impact on generalization,1.000,,
Hke8Do0cF7,title_cached,1.0,Deep processing of structured data,1.000,,arXiv.org
HkMlGnC9KQ,title_cached,15.0,On Regularization and Robustness of Deep Neural Networks,1.000,,arXiv.org
HkM3vjCcF7,title_cached,3.0,Multi-Scale Stacked Hourglass Network for Human Pose Estimation,1.000,,
HkGzUjR5tQ,title_cached,2.0,DATNet: Dual Adversarial Transfer for Low-resource Named Entity Recognition,1.000,,
HkGsHj05tQ,title_cached,21.0,Effective and Efficient Batch Normalization Using a Few Uncorrelated Data for Statistics Estimation,0.990,,IEEE Transactions on Neural Networks and Learning Systems
HkGTwjCctm,title_cached,5.0,Pyramid Recurrent Neural Networks for Multi-Scale Change-Point Detection,1.000,,
HkGSniC9FQ,title_cached,1.0,An Analysis of Composite Neural Network Performance from Function Composition Perspective,1.000,,
HkGGfhC5Y7,title_cached,13.0,Towards a better understanding of Vector Quantized Autoencoders,1.000,,
Hk41X2AqtQ,title_cached,3.0,Hierarchically-Structured Variational Autoencoders for Long Text Generation,1.000,,
HJxwAo09KQ,title_cached,9.0,Learned optimizers that outperform on wall-clock and validation loss,1.000,,
HJxqMhC5YQ,title_cached,127.0,MIMO-Speech: End-to-End Multi-Channel Multi-Speaker Speech Recognition,0.821,,Automatic Speech Recognition & Understanding
HJxdAoCcYX,title_cached,24.0,Characterizing Malicious Edges targeting on Graph Neural Networks,1.000,,
HJxXynC9t7,title_cached,0.0,Expressiveness in Deep Reinforcement Learning,1.000,,
HJxFrs09YQ,title_cached,0.0,GENERALIZED ADAPTIVE MOMENT ESTIMATION,1.000,,
HJx4KjRqYQ,title_cached,8.0,Ergodic Measure Preserving Flows,1.000,,
HJx38iC5KX,title_cached,12.0,Domain Generalization via Invariant Representation under Domain-Class Dependency,1.000,,
HJlt7209Km,title_cached,0.0,Theoretical and Empirical Study of Adversarial Examples,1.000,,
HJlmhs05tm,title_cached,1.0,EnGAN: Latent Space MCMC and Maximum Entropy Generators for Energy-based Models,1.000,,
HJldzhA5tQ,title_cached,0.0,Learning powerful policies and better dynamics models by encouraging consistency,1.000,,
HJlYzhR9tm,title_cached,2.0,Language Modeling with Graph Temporal Convolutional Networks,1.000,,
HJlY0jA5F7,title_cached,1.0,Improving Sample-based Evaluation for Generative Adversarial Networks,1.000,,
HJlWXhC5Km,title_cached,2.0,Learning to Control Visual Abstractions for Structured Exploration in Deep Reinforcement Learning,1.000,,
HJlEUoR9Km,title_cached,0.0,Improved resistance of neural networks to adversarial images through generative pre-training,1.000,,
HJl2Ns0qKX,title_cached,56.0,Generative adversarial interpolative autoencoding: adversarial training on latent space interpolations encourage convex ,0.996,,arXiv.org
HJl1ujCct7,title_cached,0.0,A Multi-modal one-class generative adversarial network for anomaly detection in manufacturing,1.000,,
HJglg2A9FX,title_cached,4.0,Iteratively Learning from the Best,1.000,,arXiv.org
HJgZrsC5t7,title_cached,0.0,Improving On-policy Learning with Statistical Reward Accumulation,1.000,,arXiv.org
HJgTHnActQ,title_cached,0.0,Local Image-to-Image Translation via Pixel-wise Highway Adaptive Instance Normalization,1.000,,
HJgODj05KX,title_cached,0.0,A preconditioned accelerated stochastic gradient descent algorithm,1.000,,The European Symposium on Artificial Neural Networks
HJgJS30qtm,title_cached,0.0,REVISTING NEGATIVE TRANSFER USING ADVERSARIAL LEARNING,1.000,,
HJg6e2CcK7,title_cached,323.0,Clean-Label Backdoor Attacks on Video Recognition Models,0.659,,Computer Vision and Pattern Recognition
HJg3rjA5tQ,title_cached,5.0,Spread Divergences,1.000,,arXiv.org
HJfxbhR9KQ,title_cached,3.0,Mimicking actions is a good strategy for beginners: Fast Reinforcement Learning with Expert Action Sequences,1.000,,
HJfQrs0qt7,title_cached,1.0,Convergence Properties of Deep Neural Networks on Separable Data,1.000,,
HJf7ts0cFm,title_cached,0.0,State-Regularized Recurrent Networks,1.000,,
HJex0o05F7,title_cached,0.0,UaiNets: From Unsupervised to Active Deep Anomaly Detection,1.000,,
HJerDj05tQ,title_cached,0.0,Optimization on Multiple Manifolds,1.000,,
HJepJh0qKX,title_cached,15.0,Empirical Study of Easy and Hard Examples in CNN Training,1.000,,International Conference on Neural Information Processing
HJej6jR5Fm,title_cached,3.0,Meta-Learning to Guide Segmentation,1.000,,
HJej3s09Km,title_cached,5.0,On the Effect of the Activation Function on the Distribution of Hidden Nodes in a Deep Network,1.000,,Neural Computation
HJei-2RcK7,title_cached,1669.0,Heterogeneous Graph Transformer,0.708,,The Web Conference
HJehSnCcFX,title_cached,0.0,Inference of unobserved event streams with neural Hawkes particle smoothing,1.000,,
HJedho0qFX,title_cached,0.0,Using Word Embeddings to Explore the Learned Representations of Convolutional Neural Networks,1.000,,
HJeRm3Aqt7,title_cached,1.0,GenEval: A Benchmark Suite for Evaluating Generative Models,1.000,,
HJeQbnA5tm,title_cached,0.0,Noisy Information Bottlenecks for Generalization,1.000,,
HJePy3RcF7,title_cached,14.0,Rethinking learning rate schedules for stochastic optimization,1.000,,
HJePno0cYm,title_cached,72.0,Transformer-XL: Language Modeling with Longer-Term Dependency,1.000,,
HJeOMhA5K7,title_cached,0.0,Human-Guided Column Networks: Augmenting Deep Learning with Advice,1.000,,
HJeNIjA5Y7,title_cached,0.0,Image Score: How to Select Useful Samples,1.000,,arXiv.org
HJe3TsR5K7,title_cached,1.0,Learning Joint Wasserstein Auto-Encoders for Joint Distribution Matching,1.000,,
HJMsiiRctX,title_cached,0.0,Probabilistic Program Induction for Intuitive Physics Game Play,1.000,,
HJMjW3RqtX,title_cached,26.0,One-Shot High-Fidelity Imitation: Training Large-Scale Deep Nets with RL,1.000,,arXiv.org
HJMXus0ct7,title_cached,1.0,iRDA Method for Sparse Convolutional Neural Networks,1.000,,
HJMXTsCqYQ,title_cached,78.0,Constrained Bayesian Optimization for Automatic Chemical Design,1.000,,
HJMRvsAcK7,title_cached,45.0,Dynamic Pricing on E-commerce Platform with Deep Reinforcement Learning,1.000,,arXiv.org
HJM4rsRqFX,title_cached,0.0,Neural Variational Inference For Embedding Knowledge Graphs,1.000,,
HJGtFoC5Fm,title_cached,96.0,On the Margin Theory of Feedforward Neural Networks,1.000,,arXiv.org
HJG1Uo09Fm,title_cached,1.0,Learning to Reinforcement Learn by Imitation,1.000,,
H1zxjsCqKQ,title_cached,1.0,Gradient-based learning for F-measure and other performance metrics,1.000,,
H1z_Z2A5tX,title_cached,0.0,DON’T JUDGE A BOOK BY ITS COVER - ON THE DYNAMICS OF RECURRENT NEURAL NETWORKS,1.000,,
H1xpe2C5Km,title_cached,1.0,Trace-back Along Capsules and Its Application on Semantic Segmentation,1.000,,arXiv.org
H1xmqiAqFm,title_cached,6.0,Investigating CNNs' Learning Representation under label noise,1.000,,
H1xAH2RqK7,title_cached,4.0,Generative Adversarial Models for Learning Private and Fair Representations,1.000,,
H1x3SnAcYQ,title_cached,1.0,A Better Baseline for Second Order Gradient Estimation in Stochastic Computation Graphs,1.000,,
H1lo3sC9KX,title_cached,1.0,Asynchronous SGD without gradient delay for efficient distributed training,1.000,,
H1lUOsA9Fm,title_cached,0.0,Synthnet: Learning synthesizers end-to-end,1.000,,
H1lS8oA5YQ,title_cached,2.0,Feature Attribution As Feature Selection,1.000,,
H1lPUiRcYQ,title_cached,92.0,Computing Committor Functions for the Study of Rare Events Using Deep Learning,0.862,,Journal of Chemical Physics
H1lIzhC9FX,title_cached,1.0,Learning to remember: Dynamic Generative Memory for Continual Learning,1.000,,
H1lFZnR5YX,title_cached,0.0,An Interpretable Power System Transient Stability Assessment Method with Expert Guiding Neural-Regression-Tree,0.308,,arXiv.org
H1lADsCcFQ,title_cached,1.0,LEARNING ADVERSARIAL EXAMPLES WITH RIEMANNIAN GEOMETRY,1.000,,
H1l-SjA5t7,title_cached,2.0,Explicit Information Placement on Latent Variables using Auxiliary Generative Modelling Task,1.000,,
H1gupiC5KQ,title_cached,17.0,The Wisdom of the Crowd: Reliable Deep Reinforcement Learning Through Ensembles of Q-Functions,1.000,,IEEE Transactions on Neural Networks and Learning Systems
H1glKiCqtm,title_cached,2.0,The Effectiveness of Pre-trained Code Embeddings,1.000,,Advances in Data Science and Information Engineering
H1gZV30qKQ,title_cached,0.0,Transfer Value or Policy? A Value-centric Framework Towards Transferrable Continuous Reinforcement Learning,1.000,,
H1gRM2A5YX,title_cached,0.0,Analysis of Memory Organization for Dynamic Neural Networks,1.000,,
H1gNHs05FX,title_cached,1.0,Clinical Risk: wavelet reconstruction networks for marked point processes,1.000,,
H1gDgn0qY7,title_cached,2.0,A Study of Robustness of Neural Nets Using Approximate Feature Collisions,1.000,,
H1g0piA9tQ,title_cached,16.0,Evaluation Methodology for Attacks Against Confidence Thresholding Models,1.000,,
H1fsUiRcKQ,title_cached,1.0,Fast adversarial training for semi-supervised learning,1.000,,
H1fevoAcKX,title_cached,6.0,Globally Soft Filter Pruning For Efficient Convolutional Neural Networks,1.000,,
H1faSn0qY7,title_cached,198.0,DL2: Training and Querying Neural Networks with Logic,1.000,,International Conference on Machine Learning
H1f7S3C9YQ,title_cached,3.0,SynonymNet: Multi-context Bilateral Matching for Entity Synonyms,1.000,,arXiv.org
H1eqviAqYX,title_cached,8.0,Why Do Neural Response Generation Models Prefer Universal Replies?,1.000,,arXiv.org
H1eiZnAqKm,title_cached,0.0,The Expressive Power of Gated Recurrent Units as a Continuous Dynamical System,1.000,,
H1eadi0cFQ,title_cached,9.0,Escaping Flat Areas via Function-Preserving Structural Network Modifications,1.000,,
H1eMBn09Km,title_cached,0.0,Using GANs for Generation of Realistic City-Scale Ride Sharing/Hailing Data Sets,1.000,,
H1eH4n09KX,title_cached,5.0,Adversarial Audio Super-Resolution with Unsupervised Feature Losses,1.000,,
H1e0-30qKm,title_cached,2.0,Unlabeled Disentangling of GANs with Guided Siamese Networks,1.000,,
H1MzKs05F7,title_cached,49.0,Adversarial Vulnerability of Neural Networks Increases With Input Dimension,1.000,,arXiv.org
H1Gfx3Rqtm,title_cached,5.0,End-to-End Hierarchical Text Classification with Label Assignment Policy,1.000,,
H1GaLiAcY7,title_cached,8.0,Learning to Separate Domains in Generalized Zero-Shot and Open Set Learning: a probabilistic perspective,1.000,,arXiv.org
H1GLm2R9Km,title_cached,0.0,Learning Backpropagation-Free Deep Architectures with Kernels,1.000,,
Byxz4n09tQ,title_cached,10.0,Model Compression with Generative Adversarial Networks,1.000,,arXiv.org
Byxr73R5FQ,title_cached,5.0,Successor Options : An Option Discovery Algorithm for Reinforcement Learning,1.000,,
ByxkCj09Fm,title_cached,0.0,DEEP HIERARCHICAL MODEL FOR HIERARCHICAL SELECTIVE CLASSIFICATION AND ZERO SHOT LEARNING,1.000,,
ByxZdj09tX,title_cached,1.0,FROM DEEP LEARNING TO DEEP DEDUCING: AUTOMATICALLY TRACKING DOWN NASH EQUILIBRIUM THROUGH AUTONOMOUS NEURAL AGENT; A POS,1.000,,
ByxF-nAqYX,title_cached,0.0,Locally Linear Unsupervised Feature Selection,1.000,,
ByxAOoR5K7,title_cached,9.0,Policy Generalization In Capacity-Limited Reinforcement Learning,1.000,,
Byx93sC9tm,title_cached,48.0,Deep Ensemble Bayesian Active Learning : Addressing the Mode Collapse issue in Monte Carlo dropout via Ensembles,0.995,,arXiv.org
Byx7LjRcYm,title_cached,1.0,Human Action Recognition Based on Spatial-Temporal Attention,1.000,,
Byx1VnR9K7,title_cached,2.0,Trajectory VAE for multi-modal imitation,1.000,,
BylkG20qYm,title_cached,0.0,On Meaning-Preserving Adversarial Perturbations for Sequence-to-Sequence Models,1.000,,
Byldr3RqKX,title_cached,1.0,Tinkering with black boxes: counterfactuals uncover modularity in generative models,1.000,,
BylctiCctX,title_cached,0.0,Guiding Physical Intuition with Neural Stethoscopes,1.000,,
Byl_ciRcY7,title_cached,0.0,ON BREIMAN’S DILEMMA IN NEURAL NETWORKS: SUCCESS AND FAILURE OF NORMALIZED MARGINS,1.000,,
BylRVjC9K7,title_cached,1.0,Explaining Adversarial Examples with Knowledge Representation,1.000,,
BylBns0qtX,title_cached,2.0,On Learning Heteroscedastic Noise Models within Differentiable Bayes Filters,1.000,,
BylBfnRqFm,title_cached,38.0,CAML: Fast Context Adaptation via Meta-Learning,1.000,,arXiv.org
BygrtoC9Km,title_cached,5.0,Meta-Learning with Individualized Feature Space for Few-Shot Classification,1.000,,
BygmRoA9YQ,title_cached,11.0,Mixture of Pre-processing Experts Model for Noise Robust Deep Learning on Resource Constrained Platforms,1.000,,IEEE International Joint Conference on Neural Network
BygRNn0qYX,title_cached,0.0,P^2IR: Universal Deep Node Representation via Partial Permutation Invariant Set Functions,1.000,,
BygREjC9YQ,title_cached,4.0,A unified theory of adaptive stochastic gradient descent as Bayesian filtering,1.000,,arXiv.org
BygIV2CcKm,title_cached,1.0,Learning to Augment Influential Data,1.000,,
BygGNnCqKQ,title_cached,0.0,REACH: Interpretability-Driven Feature Identification and Architecture Compression for Multi-Channel Vehicular Channel E,0.320,,
ByfbnsA9Km,title_cached,12.0,Cross-Entropy Loss Leads To Poor Margins,1.000,,
ByfXe2C5tm,title_cached,0.0,NLProlog: Reasoning with Weak Unification for Natural Language Question Answering,1.000,,
ByezgnA5tm,title_cached,0.0,Constraining Action Sequences with Formal Languages for Deep Reinforcement Learning,1.000,,
ByeWdiR5Ym,title_cached,334.0,Pixel-Adaptive Convolutional Neural Networks,0.938,,Computer Vision and Pattern Recognition
ByePUo05K7,title_cached,3.0,What a difference a pixel makes: An empirical examination of features used by CNNs for categorisation,1.000,,
ByeNFoRcK7,title_cached,24.0,PA-GAN: Improving GAN Training by Progressive Augmentation,1.000,,arXiv.org
ByeLmn0qtX,title_cached,2.0,Unsupervised variational domain adaptation,0.817,,Machine-mediated learning
ByeDojRcYQ,title_cached,5.0,COLLABORATIVE MULTIAGENT REINFORCEMENT LEARNING IN HOMOGENEOUS SWARMS,0.993,,
Bye5OiR5F7,title_cached,50.0,Wasserstein Proximal of GANs,1.000,,International Conference on Geometric Science of Information
